name,sgnum,numpeaks
1505882_0050,33,9
1505883_0050,14,19
1505884_0050,2,29
1505885_0050,19,14
1505887_0050,14,43
1505893_0050,19,31
1505901_0050,14,56
1505902_0050,14,26
1505903_0050,4,91
1505906_0050,5,66
1505910_0050,14,24
1505913_0050,2,15
1505918_0050,15,46
1505919_0050,14,46
1505920_0050,19,45
1505922_0050,19,42
1505928_0050,14,30
1505929_0050,33,22
1505933_0050,4,46
1505939_0050,14,45
1505945_0050,19,35
1505947_0050,19,25
1505950_0050,19,32
1505954_0050,61,31
1505955_0050,1,70
1505958_0050,19,40
1505961_0050,4,57
1505971_0050,2,36
1505988_0050,2,23
1505989_0050,61,19
1505990_0050,14,35
1505993_0050,4,45
1505996_0050,2,21
1506004_0050,2,87
1506005_0050,19,62
1506007_0050,61,7
1506011_0050,2,75
1506014_0050,15,44
1506040_0050,61,30
1506041_0050,15,33
1506049_0050,61,79
1506050_0050,61,68
1506052_0050,4,67
1506053_0050,19,18
1506054_0050,5,8
1506056_0050,18,20
1506058_0050,4,82
1506062_0050,14,18
1506064_0050,5,26
1506068_0050,2,79
1506070_0050,14,35
1506071_0050,14,36
1506077_0050,11,38
1506082_0050,14,16
1506087_0050,2,79
1506089_0050,14,16
1506096_0050,145,25
1506099_0050,14,62
1506100_0050,14,51
1506104_0050,61,19
1506107_0050,1,27
1506109_0050,2,63
1506111_0050,2,34
1506112_0050,2,117
1506115_0050,19,25
1506118_0050,14,49
1506121_0050,4,31
1506125_0050,14,29
1506126_0050,14,37
1506130_0050,37,24
1506132_0050,2,27
1506135_0050,19,27
1506140_0050,15,41
1506147_0050,33,22
1506148_0050,14,55
1506158_0050,14,29
1506160_0050,14,41
1506164_0050,14,25
1506165_0050,19,61
1506166_0050,14,18
1506168_0050,19,41
1506172_0050,2,51
1506174_0050,14,34
1506175_0050,14,45
1506177_0050,14,18
1506178_0050,14,35
1506179_0050,2,109
1506180_0050,14,43
1506182_0050,19,49
1506184_0050,14,25
1506188_0050,15,30
1506189_0050,14,42
1506197_0050,14,48
1506198_0050,2,63
1506199_0050,2,35
1506201_0050,2,63
1506202_0050,2,20
1506206_0050,4,75
1506209_0050,19,81
1506210_0050,4,30
1506212_0050,33,20
1506219_0050,14,77
1506220_0050,14,13
1506229_0050,19,37
1506231_0050,4,21
1506241_0050,4,65
1506243_0050,33,16
1506246_0050,14,26
1506249_0050,14,15
1506252_0050,14,10
1506254_0050,19,48
1506255_0050,19,47
1506261_0050,61,24
1506266_0050,2,66
1506283_0050,19,40
1506285_0050,4,51
1506288_0050,33,45
1506289_0050,2,13
1506292_0050,19,24
1506298_0050,14,49
1506307_0050,33,48
1506310_0050,14,25
1506322_0050,19,56
1506335_0050,29,17
1506339_0050,2,27
1506347_0050,19,28
1506352_0050,1,26
1506353_0050,2,56
1506355_0050,14,29
1506357_0050,2,22
1506358_0050,2,84
1506359_0050,144,23
1506365_0050,2,27
1506366_0050,19,31
1506372_0050,14,34
1506388_0050,19,13
1506390_0050,14,24
1506393_0050,14,17
1506398_0050,2,63
1506401_0050,19,35
1506403_0050,61,17
1506404_0050,33,10
1506405_0050,2,100
1506407_0050,61,20
1506408_0050,43,24
1506413_0050,4,59
1506419_0050,14,31
1506421_0050,15,42
1506423_0050,14,44
1506425_0050,19,75
1506427_0050,14,48
1506428_0050,2,34
1506434_0050,2,62
1506438_0050,2,104
1506443_0050,14,25
1506444_0050,19,14
1506452_0050,2,64
1506456_0050,19,25
1506460_0050,2,46
1506461_0050,19,30
1506462_0050,2,40
1506464_0050,2,72
1506467_0050,2,32
1506475_0050,14,65
1506476_0050,61,72
1506478_0050,14,36
1506479_0050,14,31
1506484_0050,19,45
1506486_0050,14,72
1506492_0050,19,48
1506496_0050,29,13
1506499_0050,2,65
1506500_0050,19,47
1506503_0050,18,15
1506506_0050,2,36
1506511_0050,4,35
1506514_0050,61,9
1506516_0050,15,18
1506541_0050,19,51
1506553_0050,4,33
1506555_0050,33,30
1506558_0050,4,38
1506563_0050,4,20
1506565_0050,61,19
1506578_0050,2,31
1506580_0050,2,76
1506581_0050,2,46
1506587_0050,61,9
1506589_0050,18,8
1506591_0050,2,104
1506594_0050,2,46
1506599_0050,2,13
1506600_0050,14,81
1506601_0050,19,30
1506602_0050,19,26
1506606_0050,19,17
1506608_0050,14,53
1506620_0050,5,22
1506623_0050,19,26
1506625_0050,19,39
1506626_0050,2,63
1506630_0050,14,58
1506631_0050,14,43
1506632_0050,2,31
1506634_0050,19,100
1506635_0050,2,95
1506636_0050,19,22
1506642_0050,2,32
1506644_0050,14,22
1506649_0050,2,10
1506650_0050,14,78
1506651_0050,4,48
1506652_0050,14,46
1506653_0050,15,39
1506659_0050,14,46
1506660_0050,2,76
1506661_0050,19,30
1506666_0050,29,39
1506669_0050,14,29
1506672_0050,4,47
1506673_0050,14,29
1506679_0050,18,12
1506684_0050,4,20
1506685_0050,56,14
1506687_0050,2,22
1506689_0050,14,35
1506691_0050,19,70
1506692_0050,61,23
1506698_0050,61,19
1506701_0050,19,51
1506702_0050,4,44
1506703_0050,78,46
1506704_0050,14,101
1506705_0050,4,57
1506709_0050,14,60
1506712_0050,2,86
1506713_0050,2,65
1506721_0050,14,34
1506723_0050,14,92
1506728_0050,56,40
1506732_0050,92,32
1506733_0050,19,77
1506741_0050,29,11
1506745_0050,19,78
1506746_0050,19,99
1506753_0050,2,87
1506754_0050,2,36
1506760_0050,2,34
1506761_0050,19,54
1506762_0050,14,45
1506763_0050,15,27
1506768_0050,19,32
1506770_0050,62,4
1506776_0050,14,27
1506779_0050,19,90
1506785_0050,4,41
1506786_0050,19,20
1506793_0050,19,50
1506794_0050,14,23
1506796_0050,2,34
1506801_0050,19,26
1506802_0050,61,29
1506804_0050,19,29
1506812_0050,2,64
1506814_0050,62,18
1506816_0050,14,24
1506817_0050,4,32
1506820_0050,14,20
1506821_0050,4,84
1506827_0050,14,32
1506839_0050,14,34
1506845_0050,14,21
1506847_0050,4,14
1506852_0050,14,29
1506858_0050,61,53
1506867_0050,13,55
1506869_0050,19,19
1506870_0050,19,19
1506871_0050,14,24
1506875_0050,14,59
1506876_0050,2,54
1506878_0050,19,19
1506888_0050,14,28
1506892_0050,2,42
1506906_0050,14,24
1506907_0050,19,91
1506910_0050,33,35
1506911_0050,19,67
1506912_0050,19,30
1506913_0050,2,22
1506914_0050,4,68
1506917_0050,14,50
1506920_0050,19,42
1506922_0050,5,34
1506927_0050,4,79
1506940_0050,2,23
1506942_0050,61,28
1506950_0050,19,63
1506952_0050,154,32
1506954_0050,15,49
1506956_0050,15,52
1506958_0050,5,45
1506961_0050,2,50
1506962_0050,5,44
1506969_0050,14,35
1506975_0050,19,54
1506976_0050,4,56
1506988_0050,4,30
1506996_0050,5,24
1506998_0050,14,27
1507003_0050,19,21
1507005_0050,4,82
1507008_0050,14,29
1507012_0050,19,25
1507019_0050,2,104
1507020_0050,14,32
1507022_0050,14,33
1507023_0050,61,16
1507027_0050,19,43
1507033_0050,19,25
1507038_0050,20,24
1507045_0050,2,45
1507049_0050,4,55
1507053_0050,14,56
1507070_0050,2,86
1507089_0050,19,48
1507091_0050,19,16
1507092_0050,19,31
1507096_0050,15,47
1507099_0050,2,40
1507113_0050,2,33
1507115_0050,2,116
1507128_0050,2,40
1507130_0050,14,52
1507142_0050,14,19
1507144_0050,2,28
1507146_0050,33,16
1507148_0050,14,28
1507150_0050,19,54
1507151_0050,15,16
1507152_0050,4,34
1507154_0050,19,44
1507159_0050,14,35
1507162_0050,19,26
1507166_0050,19,48
1507169_0050,2,61
1507171_0050,61,37
1507174_0050,175,11
1507177_0050,4,42
1507179_0050,14,58
1507180_0050,14,78
1507181_0050,14,27
1507189_0050,2,32
1507191_0050,15,48
1507194_0050,5,25
1507204_0050,14,36
1507205_0050,19,48
1507206_0050,14,17
1507210_0050,15,38
1507223_0050,14,37
1507229_0050,14,42
1507230_0050,2,28
1507233_0050,14,63
1507239_0050,19,44
1507240_0050,14,29
1507241_0050,61,31
1507242_0050,2,55
1507251_0050,2,37
1507256_0050,2,31
1507260_0050,1,31
1507262_0050,4,116
1507265_0050,4,21
1507268_0050,4,61
1507270_0050,14,84
1507275_0050,14,26
1507277_0050,14,61
1507283_0050,19,23
1507286_0050,14,25
1507289_0050,9,41
1507298_0050,14,58
1507315_0050,33,21
1507317_0050,2,79
1507318_0050,4,36
1507321_0050,4,59
1507324_0050,4,25
1507328_0050,61,16
1507333_0050,61,29
1507336_0050,4,27
1507344_0050,19,39
1507347_0050,4,35
1507349_0050,14,4
1507350_0050,14,37
1507353_0050,19,17
1507357_0050,4,26
1507367_0050,2,44
1507373_0050,2,18
1507378_0050,60,15
1507381_0050,4,60
1507385_0050,19,21
1507404_0050,19,59
1507407_0050,2,64
1507409_0050,14,34
1507420_0050,72,8
1507425_0050,2,33
1507429_0050,14,47
1507430_0050,14,46
1507435_0050,2,24
1507436_0050,14,18
1507441_0050,7,39
1507442_0050,14,35
1507443_0050,2,28
1507445_0050,4,13
1507451_0050,19,21
1507453_0050,4,38
1507460_0050,19,76
1507461_0050,19,61
1507462_0050,14,4
1507464_0050,14,18
1507465_0050,2,36
1507475_0050,19,60
1507477_0050,14,42
1507480_0050,19,50
1507483_0050,19,51
1507485_0050,15,39
1507489_0050,5,54
1507491_0050,14,46
1507498_0050,14,61
1507499_0050,14,38
1507508_0050,2,60
1507510_0050,4,52
1507513_0050,2,21
1507517_0050,4,41
1507524_0050,14,34
1507532_0050,2,21
1507533_0050,14,18
1507541_0050,14,45
1507544_0050,4,28
1507546_0050,4,30
1507549_0050,4,83
1507550_0050,15,36
1507554_0050,145,28
1507555_0050,4,36
1507561_0050,62,11
1507562_0050,13,96
1507570_0050,2,85
1507572_0050,15,45
1507575_0050,19,23
1507579_0050,14,57
1507581_0050,19,20
1507587_0050,15,67
1507588_0050,14,52
1507594_0050,18,22
1507595_0050,19,48
1507599_0050,5,20
1507600_0050,14,23
1507605_0050,14,65
1507607_0050,14,33
1507608_0050,2,42
1507611_0050,14,26
1507613_0050,61,21
1507614_0050,2,59
1507615_0050,19,16
1507619_0050,2,112
1507620_0050,14,42
1507621_0050,4,46
1507624_0050,1,97
1507629_0050,14,65
1507630_0050,19,25
1507635_0050,14,118
1507638_0050,19,80
1507644_0050,61,47
1507645_0050,19,38
1507647_0050,14,20
1507648_0050,14,23
1507651_0050,14,25
1507653_0050,62,7
1507655_0050,15,54
1507656_0050,14,64
1507658_0050,14,14
1507667_0050,4,71
1507668_0050,14,40
1507670_0050,19,36
1507672_0050,4,43
1507679_0050,19,94
1507686_0050,4,28
1507692_0050,14,32
1507698_0050,19,41
1507700_0050,19,57
1507704_0050,14,35
1507708_0050,14,16
1507711_0050,14,34
1507717_0050,19,67
1507720_0050,2,22
1507733_0050,61,35
1507734_0050,14,25
1507739_0050,14,34
1507741_0050,19,53
1507742_0050,4,41
1507744_0050,2,28
1507751_0050,19,45
1507782_0050,60,76
1507783_0050,2,72
1507788_0050,29,27
1507792_0050,4,35
1507794_0050,15,21
1507795_0050,14,30
1507796_0050,205,11
1507799_0050,138,5
1507801_0050,2,18
1507802_0050,76,20
1507803_0050,2,31
1507805_0050,19,24
1507806_0050,4,40
1507811_0050,2,48
1507816_0050,14,10
1507820_0050,14,23
1507821_0050,14,51
1507826_0050,4,45
1507827_0050,14,35
1507829_0050,14,60
1507830_0050,2,73
1507831_0050,14,44
1507841_0050,2,74
1507843_0050,4,63
1507844_0050,14,52
1507847_0050,14,44
1507848_0050,29,21
1507851_0050,14,18
1507856_0050,14,42
1507863_0050,14,38
1507866_0050,14,22
1507867_0050,19,32
1507869_0050,15,29
1507870_0050,60,13
1507872_0050,15,27
1507874_0050,14,29
1507876_0050,15,43
1507878_0050,14,28
1507881_0050,14,17
1507883_0050,2,12
1507892_0050,14,21
1507903_0050,14,75
1507904_0050,2,58
1507905_0050,15,49
1507909_0050,14,87
1507913_0050,15,34
1507931_0050,2,52
1507942_0050,14,54
1507950_0050,14,34
1507952_0050,19,61
1507954_0050,4,24
1507955_0050,19,113
1507958_0050,19,61
1507960_0050,14,74
1507964_0050,2,43
1507966_0050,2,142
1507973_0050,33,49
1507975_0050,14,91
1507976_0050,14,106
1507977_0050,14,43
1507979_0050,166,24
1507987_0050,2,109
1507993_0050,4,25
1507994_0050,1,110
1508004_0050,14,64
1508007_0050,19,28
1508008_0050,15,26
1508012_0050,4,56
1508013_0050,4,25
1508025_0050,2,106
1508027_0050,2,131
1508035_0050,19,59
1508044_0050,14,23
1508052_0050,2,47
1508053_0050,14,38
1508060_0050,52,21
1508062_0050,49,28
1508063_0050,49,23
1508064_0050,49,30
1508073_0050,2,111
1508083_0050,14,27
1508085_0050,14,84
1508106_0050,14,43
1508109_0050,14,57
1508115_0050,14,28
1508118_0050,14,48
1508120_0050,2,26
1508174_0050,4,37
1508183_0050,118,15
1508186_0050,2,62
1508204_0050,2,85
1508209_0050,2,74
1508215_0050,9,37
1508226_0050,14,69
1508233_0050,14,53
1508234_0050,19,27
1508235_0050,4,20
1508237_0050,19,36
1508251_0050,14,42
1508252_0050,19,46
1508257_0050,221,14
1508264_0050,2,37
1508287_0050,2,30
1508289_0050,19,61
1508296_0050,2,16
1508300_0050,2,39
1508302_0050,2,114
1508309_0050,19,37
1508316_0050,2,51
1508325_0050,14,56
1508326_0050,14,43
1508334_0050,4,41
1508335_0050,2,43
1508337_0050,1,85
1508343_0050,19,51
1508351_0050,2,80
1508352_0050,14,120
1508353_0050,4,56
1508355_0050,19,79
1508357_0050,2,30
1508360_0050,19,54
1508371_0050,19,27
1508374_0050,14,23
1508390_0050,2,47
1508391_0050,19,32
1508400_0050,19,23
1508403_0050,14,49
1508406_0050,15,48
1508407_0050,12,22
1508423_0050,2,73
1508432_0050,14,17
1508433_0050,14,29
1508454_0050,2,97
1508457_0050,2,90
1508459_0050,14,63
1508464_0050,15,7
1508465_0050,15,11
1508473_0050,29,32
1508474_0050,2,90
1508476_0050,2,86
1508477_0050,2,79
1508478_0050,2,100
1508479_0050,33,20
1508480_0050,14,56
1508485_0050,15,32
1508505_0050,14,78
1508518_0050,2,35
1508519_0050,29,15
1508520_0050,2,70
1508526_0050,14,20
1508534_0050,2,23
1508535_0050,14,34
1508537_0050,2,32
1508541_0050,14,27
1508542_0050,2,54
1508543_0050,57,10
1508544_0050,12,43
1508549_0050,2,109
1508550_0050,52,38
1508551_0050,19,55
1508553_0050,2,16
1508555_0050,19,12
1508559_0050,4,22
1508560_0050,76,43
1508582_0050,4,68
1508590_0050,14,31
1508597_0050,15,23
1508598_0050,14,25
1508602_0050,19,33
1508604_0050,4,46
1508609_0050,13,29
1508612_0050,2,125
1508613_0050,7,69
1508614_0050,2,40
1508615_0050,1,90
1508616_0050,4,17
1508617_0050,19,44
1508622_0050,14,56
1508624_0050,61,12
1508631_0050,4,27
1508634_0050,19,20
1508641_0050,4,87
1508650_0050,2,29
1508652_0050,14,77
1508653_0050,2,50
1508655_0050,14,12
1508657_0050,2,20
1508663_0050,61,14
1508678_0050,15,22
1508679_0050,15,17
1508680_0050,15,25
1508683_0050,61,42
1508690_0050,4,34
1508700_0050,14,24
1508705_0050,4,32
1508708_0050,19,42
1508719_0050,14,69
1508720_0050,19,55
1508726_0050,96,28
1508727_0050,14,20
1508728_0050,20,21
1508729_0050,2,14
1508736_0050,29,5
1508739_0050,19,7
1508740_0050,19,76
1508742_0050,15,43
1508745_0050,14,40
1508746_0050,14,41
1508753_0050,61,18
1508754_0050,19,50
1508756_0050,19,72
1508765_0050,2,72
1508769_0050,19,27
1508782_0050,4,18
1508783_0050,2,52
1508784_0050,15,34
1508792_0050,2,29
1508797_0050,78,39
1508811_0050,19,40
1508814_0050,19,32
1508822_0050,4,11
1508825_0050,14,47
1508827_0050,14,20
1508836_0050,2,5
1508837_0050,2,13
1508840_0050,4,20
1508842_0050,19,60
1508845_0050,14,37
1508850_0050,14,42
1508854_0050,2,76
1508857_0050,19,51
1508862_0050,4,33
1508863_0050,2,40
1508865_0050,19,27
1508868_0050,14,68
1508882_0050,1,27
1508884_0050,61,42
1508887_0050,2,39
1508888_0050,14,32
1508900_0050,2,27
1508902_0050,61,26
1508905_0050,14,58
1508912_0050,14,31
1508916_0050,60,7
1508920_0050,14,12
1508924_0050,19,17
1508925_0050,19,55
1508931_0050,5,51
1508936_0050,19,48
1508939_0050,19,29
1508942_0050,62,9
1508948_0050,14,29
1508949_0050,14,27
1508950_0050,2,25
1508955_0050,19,41
1508958_0050,61,52
1508959_0050,15,23
1508961_0050,14,17
1508964_0050,4,37
1508969_0050,19,26
1509132_0050,14,42
1509134_0050,2,97
1509135_0050,14,13
1509142_0050,2,33
1509249_0050,11,82
1509256_0050,14,35
1509257_0050,15,46
1511762_0050,14,39
1511764_0050,1,76
1511766_0050,33,25
1511772_0050,2,44
1511776_0050,14,36
1511782_0050,29,23
1511784_0050,11,35
1511785_0050,62,17
1511792_0050,14,18
1511800_0050,14,46
1511813_0050,2,41
1511817_0050,2,24
1511818_0050,14,39
1511823_0050,96,51
1511826_0050,33,16
1511829_0050,12,30
1511830_0050,61,14
1511839_0050,14,50
1511842_0050,4,15
1511846_0050,4,46
1511851_0050,1,124
1511852_0050,4,82
1511872_0050,19,68
1511887_0050,14,23
1511890_0050,19,38
1511895_0050,19,36
1511903_0050,14,65
1511904_0050,2,73
1511905_0050,14,111
1511908_0050,14,45
1511909_0050,1,45
1511911_0050,2,29
1511920_0050,14,33
1511921_0050,11,39
1511931_0050,61,31
1511932_0050,19,45
1511936_0050,61,10
1511940_0050,33,12
1511949_0050,2,26
1511950_0050,150,5
1511957_0050,4,26
1511960_0050,19,77
1511968_0050,2,45
1511970_0050,4,50
1511971_0050,19,53
1511978_0050,2,17
1511982_0050,14,36
1511983_0050,33,3
1511986_0050,60,13
1512016_0050,14,86
1512022_0050,4,69
1512024_0050,19,43
1512025_0050,19,37
1512030_0050,14,32
1512036_0050,2,19
1512038_0050,61,10
1512039_0050,14,56
1512040_0050,61,10
1512047_0050,19,45
1512062_0050,14,38
1512063_0050,14,22
1512067_0050,14,31
1512068_0050,2,48
1512075_0050,19,49
1512076_0050,19,45
1512077_0050,19,49
1512079_0050,4,19
1512082_0050,14,88
1512084_0050,14,60
1512089_0050,15,95
1512105_0050,29,49
1512128_0050,14,82
1512130_0050,61,29
1512142_0050,19,23
1512145_0050,18,11
1512146_0050,19,37
1512148_0050,19,22
1512150_0050,4,31
1512152_0050,4,33
1512153_0050,4,57
1512158_0050,18,16
1512164_0050,14,53
1512168_0050,14,81
1512175_0050,14,74
1512180_0050,14,16
1512183_0050,14,37
1512185_0050,19,57
1512189_0050,4,48
1512190_0050,19,84
1512193_0050,14,40
1512194_0050,19,21
1512195_0050,4,29
1512201_0050,2,46
1512204_0050,15,9
1512208_0050,33,13
1512209_0050,2,47
1512213_0050,2,32
1512215_0050,14,30
1512216_0050,61,51
1512223_0050,15,16
1512229_0050,82,28
1512230_0050,2,57
1512231_0050,33,13
1512233_0050,19,18
1512254_0050,14,17
1512256_0050,61,22
1512264_0050,14,43
1512272_0050,19,44
1512273_0050,19,23
1512276_0050,4,34
1512277_0050,19,35
1512279_0050,19,109
1512281_0050,7,50
1512286_0050,14,22
1512289_0050,14,79
1512295_0050,2,45
1512311_0050,14,14
1512329_0050,1,54
1512345_0050,2,39
1512347_0050,19,52
1512350_0050,2,37
1512351_0050,2,30
1512353_0050,2,24
1512354_0050,61,21
1512358_0050,14,40
1512369_0050,14,41
1512376_0050,15,28
1512379_0050,77,29
1512388_0050,4,64
1512390_0050,2,55
1512391_0050,19,52
1512392_0050,19,61
1512393_0050,19,47
1512397_0050,33,34
1512399_0050,2,32
1512407_0050,14,47
1512414_0050,2,21
1512417_0050,61,13
1512424_0050,14,24
1512432_0050,14,39
1512434_0050,2,66
1512440_0050,2,96
1512441_0050,61,44
1512442_0050,15,72
1512451_0050,14,100
1512452_0050,2,106
1512454_0050,19,37
1512457_0050,14,31
1512458_0050,29,38
1512460_0050,15,28
1512469_0050,14,55
1512477_0050,2,17
1512483_0050,14,26
1512562_0050,14,26
1512565_0050,14,17
1512567_0050,14,91
1512569_0050,2,144
1512574_0050,14,18
1512577_0050,14,26
1512586_0050,2,48
1512591_0050,18,12
1512596_0050,29,12
1512597_0050,4,54
1512599_0050,4,29
1512602_0050,14,21
1512604_0050,14,91
1512607_0050,2,62
1512611_0050,2,28
1512612_0050,14,55
1512615_0050,19,38
1512616_0050,14,37
1512619_0050,15,60
1512622_0050,14,7
1512632_0050,14,75
1512638_0050,2,45
1512647_0050,61,47
1512662_0050,114,12
1512666_0050,2,52
1512671_0050,2,61
1512680_0050,61,45
1512684_0050,14,68
1512686_0050,14,62
1512694_0050,60,29
1512706_0050,29,7
1512708_0050,2,56
1512712_0050,15,56
1512714_0050,14,30
1512726_0050,14,28
1512737_0050,19,24
1512739_0050,5,4
1512757_0050,18,3
1512759_0050,18,4
1512760_0050,14,50
1512763_0050,14,57
1512768_0050,176,16
1512777_0050,4,130
1512780_0050,146,8
1512781_0050,61,18
1512785_0050,2,50
1512786_0050,2,38
1512787_0050,2,96
1512789_0050,2,88
1512793_0050,2,23
1512795_0050,15,38
1512816_0050,15,85
1512818_0050,2,28
1512821_0050,14,68
1512824_0050,14,35
1512828_0050,14,62
1512830_0050,14,24
1512835_0050,2,23
1512844_0050,14,22
1512852_0050,14,35
1512855_0050,2,43
1512857_0050,2,50
1512858_0050,2,81
1512860_0050,2,89
1512867_0050,2,22
1512868_0050,14,31
1512873_0050,2,69
1512875_0050,2,47
1512885_0050,2,92
1512887_0050,147,8
1512888_0050,14,52
1512898_0050,14,43
1512900_0050,14,27
1512903_0050,14,68
1512905_0050,2,33
1512908_0050,2,48
1512912_0050,2,28
1512913_0050,4,27
1512927_0050,33,39
1512928_0050,14,30
1512929_0050,14,105
1512933_0050,2,29
1512935_0050,14,53
1512937_0050,2,22
1512939_0050,2,29
1512940_0050,2,120
1512941_0050,2,49
1512943_0050,14,31
1512945_0050,14,26
1512947_0050,2,41
1512948_0050,63,11
1512949_0050,4,61
1512957_0050,31,25
1512959_0050,31,22
1512960_0050,14,73
1512963_0050,61,27
1512965_0050,19,23
1512968_0050,19,44
1512974_0050,14,29
1512976_0050,61,47
1512978_0050,14,25
1512980_0050,2,38
